date,pos_percentage,neg_percentage
2017-01-23,27.505112474437627,97.95501022494888
2017-01-24,29.254302103250478,98.08795411089865
2017-01-25,27.55417956656347,98.14241486068111
2017-01-26,27.65714285714286,97.94285714285714
2017-01-27,27.55813953488372,97.67441860465115
2017-01-28,27.01252236135957,98.33035181872391
2017-01-29,27.527018436109348,98.15638906547997
2017-01-30,29.714030384271673,97.36371760500447
2017-01-31,27.851291745431634,97.73156899810964
2017-02-01,30.798479087452474,97.90874524714829
2017-02-02,28.22155237377543,97.88997739261492
2017-02-03,30.0,98.30645161290322
2017-02-04,29.042904290429046,98.51485148514851
2017-02-05,29.554655870445345,98.17813765182186
2017-02-06,27.049180327868854,98.26958105646631
2017-02-07,28.914285714285715,98.05714285714285
2017-02-08,26.441631504922647,98.31223628691983
2017-02-09,31.46496815286624,96.94267515923568
2017-02-10,29.629629629629626,98.14814814814815
2017-02-11,28.500823723228997,98.35255354200989
2017-02-12,28.547579298831387,98.1636060100167
2017-02-13,27.342549923195087,98.15668202764977
2017-02-14,30.386052303860524,97.5093399750934
2017-02-15,30.592105263157894,98.19078947368422
2017-02-16,29.47052947052947,98.001998001998
2017-02-17,29.013906447534765,98.10366624525916
2017-02-18,23.963963963963963,98.1981981981982
2017-02-19,29.436038514442913,98.34938101788171
2017-02-20,32.19094247246022,97.91921664626683
2017-02-21,29.504504504504503,97.52252252252252
2017-02-22,29.49852507374631,99.41002949852508
2017-02-23,27.325581395348834,97.67441860465115
2017-02-24,30.08356545961003,97.21448467966573
2017-02-25,34.59244532803181,96.02385685884693
2017-02-26,30.389221556886227,98.65269461077844
2017-02-27,26.61290322580645,97.98387096774194
2017-02-28,32.05240174672489,97.46724890829694
2017-03-01,31.336405529953915,97.51152073732719
2017-03-02,28.000000000000004,97.86046511627907
2017-03-03,30.58823529411765,97.79411764705883
2017-03-04,29.156626506024097,99.27710843373494
2017-03-05,31.16279069767442,98.6046511627907
2017-03-06,29.89247311827957,96.55913978494624
2017-03-07,30.86816720257235,97.82958199356914
2017-03-08,29.45619335347432,97.1299093655589
2017-03-09,30.896551724137932,98.62068965517241
2017-03-10,29.940828402366865,98.69822485207101
2017-03-11,27.393617021276594,98.67021276595744
2017-03-12,30.65015479876161,96.90402476780186
2017-03-13,24.23146473779385,97.64918625678119
2017-03-14,26.497277676950997,97.45916515426497
2017-03-15,29.806259314456035,96.57228017883756
2017-03-16,30.434782608695656,96.34782608695652
2017-03-17,27.643312101910826,97.8343949044586
2017-03-18,28.197226502311246,97.84283513097073
2017-03-19,31.028368794326237,98.22695035460993
2017-03-20,28.284389489953632,97.16640906749099
2017-03-21,28.769497400346623,98.09358752166378
2017-03-22,30.173564753004005,98.79839786381842
2017-03-23,28.621089223638467,97.68250289687138
2017-03-24,33.01282051282051,96.47435897435898
2017-03-25,28.930817610062892,98.11320754716981
2017-03-26,30.848861283643892,97.30848861283644
2017-03-27,31.079323797139143,98.17945383615084
2017-03-28,29.260450160771708,97.58842443729904
2017-03-29,31.683168316831683,98.16124469589816
2017-03-30,29.60609911054638,97.83989834815756
2017-03-31,29.385964912280706,97.58771929824562
2017-04-01,30.069930069930066,98.6013986013986
2017-04-02,27.060931899641577,99.6415770609319
2017-04-03,25.569620253164555,97.72151898734177
2017-04-04,29.31785195936139,97.38751814223512
2017-04-05,27.525252525252526,98.86363636363636
2017-04-06,28.000000000000004,98.5
2017-04-07,29.50474183350896,97.89251844046365
2017-04-08,29.5364238410596,97.21854304635762
2017-04-09,29.411764705882355,98.2843137254902
2017-04-10,27.350427350427353,97.94871794871794
2017-04-11,27.77777777777778,99.38271604938271
2017-04-12,28.26855123674912,98.58657243816255
2017-04-13,25.0,97.91666666666666
2017-04-14,23.65988909426987,97.96672828096118
2017-04-15,28.749999999999996,98.33333333333333
2017-04-16,26.358695652173914,98.36956521739131
2017-04-17,27.130044843049326,98.4304932735426
2017-04-18,27.311827956989248,96.55913978494624
2017-04-19,27.166882276843467,98.1888745148771
2017-04-20,27.45341614906832,98.26086956521739
2017-04-21,29.117259552042164,97.49670619235836
2017-04-22,28.51485148514851,97.82178217821782
2017-04-23,26.506024096385545,98.39357429718876
2017-04-24,23.943661971830984,98.71959026888605
2017-04-25,24.29305912596401,98.0719794344473
2017-04-26,29.52815829528158,97.56468797564688
2017-04-27,24.932249322493224,98.6449864498645
2017-04-28,21.20343839541547,99.7134670487106
2017-04-29,23.9010989010989,97.8021978021978
2017-04-30,23.086269744835967,98.5419198055893
2017-05-01,28.369905956112852,97.02194357366771
2017-05-02,26.570680628272253,97.90575916230367
2017-05-03,28.02734375,98.828125
2017-05-04,30.047694753577108,97.45627980922097
2017-05-05,30.090791180285343,97.01686121919585
2017-05-06,28.375,97.125
2017-05-07,27.22063037249284,97.134670487106
2017-05-08,24.71655328798186,98.1859410430839
2017-05-09,23.557692307692307,97.11538461538461
2017-05-10,28.888888888888886,97.65432098765432
2017-05-11,27.052489905787347,98.1157469717362
2017-05-12,25.675675675675674,98.52579852579852
2017-05-13,28.324697754749568,98.27288428324698
2017-05-14,25.6198347107438,97.35537190082646
2017-05-15,28.08528085280853,98.359983599836
2017-05-16,28.980411853340033,98.14163736815671
2017-05-17,29.638439581351093,98.14462416745955
2017-05-18,26.486079759217457,98.0436418359669
2017-05-19,29.32551319648094,98.09384164222874
2017-05-20,29.6398891966759,98.33795013850416
2017-05-21,24.938271604938272,98.88888888888889
2017-05-22,27.19406674907293,98.14585908529048
2017-05-23,28.44909609895338,98.19219790675547
2017-05-24,26.00660066006601,98.48184818481847
2017-05-25,26.954732510288064,96.91358024691358
2017-05-26,26.008492569002122,97.13375796178345
2017-05-27,27.556818181818183,98.57954545454545
2017-05-28,26.876513317191282,97.57869249394673
2017-05-29,27.2572402044293,97.61499148211243
2017-05-30,26.98907956318253,98.28393135725429
2017-05-31,26.96629213483146,97.91332263242376
2017-06-01,27.75800711743772,97.68683274021353
2017-06-02,24.41717791411043,97.79141104294479
2017-06-03,23.595505617977526,99.06367041198502
2017-06-04,24.878048780487806,97.80487804878048
2017-06-05,27.3,97.7
2017-06-06,27.383863080684595,98.16625916870416
2017-06-07,27.163198247535597,98.24753559693319
2017-06-08,27.122207621550594,98.76478318002628
2017-06-09,28.396739130434785,97.89402173913044
2017-06-10,30.909090909090907,97.27272727272728
2017-06-11,24.8868778280543,98.19004524886877
2017-06-12,29.47368421052631,98.85167464114832
2017-06-13,27.004655975168134,98.81013967925504
2017-06-14,29.937952430196486,96.89762150982419
2017-06-15,28.892455858747994,98.5553772070626
2017-06-16,29.00763358778626,98.47328244274809
2017-06-17,22.15320910973085,99.17184265010351
2017-06-18,26.47058823529412,98.0392156862745
2017-06-19,27.027027027027028,97.71309771309772
2017-06-20,26.76659528907923,98.07280513918629
2017-06-21,24.773755656108598,98.41628959276018
2017-06-22,23.704866562009418,98.27315541601256
2017-06-23,28.034188034188034,97.43589743589743
2017-06-24,29.11392405063291,98.25949367088607
2017-06-25,31.380753138075313,97.48953974895397
2017-06-26,26.873385012919897,97.41602067183463
2017-06-27,27.70083102493075,97.78393351800554
2017-06-28,27.683615819209038,98.11676082862523
2017-06-29,26.873385012919897,97.58828596037898
2017-06-30,29.446640316205535,97.82608695652173
2017-07-01,25.313807531380757,98.9539748953975
2017-07-02,29.284903518728715,98.07037457434733
2017-07-03,26.120218579234972,98.25136612021858
2017-07-04,29.042904290429046,97.6897689768977
2017-07-05,31.221020092735703,97.06336939721793
2017-07-06,31.224209078404403,98.34938101788171
2017-07-07,27.867095391211144,97.21329046087888
2017-07-08,30.17241379310345,97.84482758620689
2017-07-09,27.022375215146297,98.45094664371773
2017-07-10,26.657824933687003,98.6737400530504
2017-07-11,28.46034214618974,98.13374805598755
2017-07-12,28.087431693989075,97.81420765027322
2017-07-13,30.526315789473685,97.89473684210527
2017-07-14,29.141104294478527,97.69938650306749
2017-07-15,25.61307901907357,97.82016348773843
2017-07-16,23.60248447204969,96.8944099378882
2017-07-17,29.092319627618306,97.90535298681148
2017-07-18,30.86734693877551,97.1938775510204
2017-07-19,29.62382445141066,98.04075235109718
2017-07-20,27.674750356633382,97.8601997146933
2017-07-21,31.78694158075601,97.9381443298969
2017-07-22,23.415977961432507,98.07162534435263
2017-07-23,27.76659959758551,97.38430583501007
2017-07-24,25.591882750845546,97.63246899661782
2017-07-25,25.399495374264085,98.23380992430614
2017-07-26,27.669902912621357,97.36477115117891
2017-07-27,26.11516626115166,98.3779399837794
2017-07-28,25.788751714677637,98.90260631001372
2017-07-29,25.05854800936768,98.36065573770492
2017-07-30,24.558823529411764,97.35294117647058
2017-07-31,30.17241379310345,97.12643678160919
2017-08-01,28.525641025641026,97.27564102564102
2017-08-02,27.796610169491526,97.45762711864407
2017-08-03,29.168929929386206,97.44703965236285
2017-08-04,30.287648054145517,98.39255499153975
2017-08-05,32.29398663697104,97.32739420935413
2017-08-06,30.87719298245614,97.54385964912281
2017-08-07,28.338136407300674,97.98270893371757
2017-08-08,28.982725527831093,98.65642994241843
2017-08-09,31.512605042016805,98.10924369747899
2017-08-10,30.170777988614798,98.10246679316889
2017-08-11,26.340326340326342,97.66899766899768
2017-08-12,27.49326145552561,98.11320754716981
2017-08-13,25.763612217795483,97.87516600265604
2017-08-14,28.078250863060987,96.66283084004603
2017-08-15,29.230769230769234,97.8021978021978
2017-08-16,28.23654768247203,98.3484283431007
2017-08-17,25.99877074370006,97.41856177012907
2017-08-18,28.756476683937827,98.18652849740933
2017-08-19,26.119402985074625,98.2587064676617
2017-08-20,31.65938864628821,97.81659388646288
2017-08-21,28.48360655737705,97.74590163934425
2017-08-22,27.692307692307693,98.33333333333333
2017-08-23,31.690140845070424,98.30985915492958
2017-08-24,30.01464128843338,98.38945827232797
2017-08-25,33.9622641509434,96.49595687331536
2017-08-26,31.338028169014088,97.1830985915493
2017-08-27,28.968253968253972,97.61904761904762
2017-08-28,29.6987087517934,97.84791965566714
2017-08-29,29.016393442622952,98.52459016393442
2017-08-30,30.82788671023965,98.14814814814815
2017-08-31,28.819444444444443,97.39583333333334
2017-09-01,29.333333333333332,97.92592592592592
2017-09-02,33.603238866396765,97.97570850202429
2017-09-03,26.845637583892618,98.65771812080537
2017-09-04,27.635327635327634,96.58119658119658
2017-09-05,26.86804451510334,98.09220985691573
2017-09-06,25.75599582898853,97.8102189781022
2017-09-07,29.39958592132505,97.72256728778468
2017-09-08,30.36750483558994,98.8394584139265
2017-09-09,27.96208530805687,96.6824644549763
2017-09-10,23.140495867768596,96.96969696969697
2017-09-11,26.119402985074625,98.13432835820896
2017-09-12,26.168224299065418,96.96261682242991
2017-09-13,29.295774647887324,98.16901408450704
2017-09-14,32.17821782178218,97.96479647964796
2017-09-15,26.129426129426133,97.8021978021978
2017-09-16,25.225225225225223,98.1981981981982
2017-09-17,25.380710659898476,99.49238578680203
2017-09-18,29.235537190082646,98.34710743801654
2017-09-19,29.336437718277065,97.90454016298021
2017-09-20,25.0,96.78030303030303
2017-09-21,28.11387900355872,98.22064056939502
2017-09-22,27.722772277227726,98.01980198019803
2017-09-23,21.906693711967545,98.17444219066938
2017-09-24,26.76056338028169,98.59154929577466
2017-09-25,26.25754527162978,98.39034205231388
2017-09-26,26.58772874058127,97.41657696447793
2017-09-27,28.192371475953564,97.18076285240464
2017-09-28,26.152197213290464,97.42765273311898
2017-09-29,26.141078838174277,97.5103734439834
2017-09-30,21.165644171779142,98.46625766871165
2017-10-01,26.851851851851855,99.69135802469135
2017-10-02,25.9765625,97.65625
2017-10-03,31.030444964871194,97.7751756440281
2017-10-04,28.553615960099748,97.75561097256858
2017-10-05,29.647435897435898,96.47435897435898
2017-10-06,26.89987937273824,98.06996381182147
2017-10-07,29.362880886426595,98.06094182825484
2017-10-08,25.683060109289617,97.632058287796
2017-10-09,26.575342465753426,97.53424657534246
2017-10-10,28.404669260700388,98.0544747081712
2017-10-11,28.760330578512395,98.18181818181819
2017-10-12,27.20156555772994,98.23874755381604
2017-10-13,26.137841352405722,97.91937581274382
2017-10-14,25.850340136054424,99.31972789115646
2017-10-15,26.61596958174905,98.28897338403041
2017-10-16,25.164835164835164,97.14285714285714
2017-10-17,25.57427258805513,97.85604900459418
2017-10-18,28.02631578947368,97.89473684210527
2017-10-19,29.263157894736842,97.15789473684211
2017-10-20,26.8188302425107,98.00285306704708
2017-10-21,27.377049180327866,98.19672131147541
2017-10-22,23.425692695214106,97.48110831234257
2017-10-23,27.237354085603112,98.83268482490273
2017-10-24,27.749576988155667,97.54653130287649
2017-10-25,31.93717277486911,97.27748691099475
2017-10-26,29.059829059829063,97.72079772079772
2017-10-27,31.140350877192986,97.54385964912281
2017-10-28,30.196629213483146,98.31460674157303
2017-10-29,28.38283828382838,97.6897689768977
2017-10-30,26.017029328287606,97.82403027436139
2017-10-31,28.093306288032455,97.16024340770791
2017-11-01,29.270729270729273,97.1028971028971
2017-11-02,29.55801104972376,98.20441988950276
2017-11-03,26.62192393736018,97.87472035794184
2017-11-04,28.98120672601385,97.72502472799208
2017-11-05,27.356020942408378,98.69109947643979
2017-11-06,27.247191011235955,98.31460674157303
2017-11-07,25.49923195084485,98.15668202764977
2017-11-08,26.923076923076923,98.51116625310173
2017-11-09,27.61904761904762,97.85714285714285
2017-11-10,26.629680998613036,97.36477115117891
2017-11-11,26.105263157894736,99.36842105263159
2017-11-12,26.305220883534137,99.3975903614458
2017-11-13,25.211267605633804,96.7605633802817
2017-11-14,27.55741127348643,98.53862212943632
2017-11-15,27.52577319587629,97.73195876288659
2017-11-16,27.079107505070994,98.27586206896551
2017-11-17,25.551470588235293,97.97794117647058
2017-11-18,27.001569858712713,97.64521193092621
2017-11-19,29.297458893871447,98.05680119581464
2017-11-20,30.103359173126616,97.9328165374677
2017-11-21,25.850340136054424,97.55102040816327
2017-11-22,30.45045045045045,97.83783783783784
2017-11-23,30.975609756097562,97.80487804878048
2017-11-24,28.92561983471074,97.10743801652893
2017-11-25,18.556701030927837,98.28178694158075
2017-11-26,24.916943521594686,98.67109634551495
2017-11-27,30.35190615835777,98.38709677419355
2017-11-28,31.472081218274113,98.09644670050761
2017-11-29,29.25170068027211,98.63945578231292
2017-11-30,27.57318224740321,97.07271010387157
2017-12-01,29.551954242135363,98.04575786463299
2017-12-02,27.27272727272727,98.34710743801654
2017-12-03,30.337078651685395,98.3948635634029
2017-12-04,26.262626262626267,97.42883379247016
2017-12-05,28.26086956521739,98.26086956521739
2017-12-06,33.903133903133906,96.10636277302945
2017-12-07,30.95944609297725,97.13155291790306
2017-12-08,32.86821705426357,97.51937984496124
2017-12-09,24.184261036468328,97.88867562380038
2017-12-10,27.73333333333333,97.86666666666667
2017-12-11,27.43445692883895,97.28464419475655
2017-12-12,25.771018166455427,98.4368398817068
2017-12-13,28.837209302325583,98.0232558139535
2017-12-14,29.356846473029048,97.30290456431536
2017-12-15,27.43801652892562,96.69421487603306
2017-12-16,28.57142857142857,96.86888454011742
2017-12-17,27.61437908496732,98.52941176470588
2017-12-18,27.480916030534353,98.36423118865866
2017-12-19,26.40144665461121,97.10669077757686
2017-12-20,29.23728813559322,97.57869249394673
2017-12-21,28.735632183908045,98.19376026272579
2017-12-22,27.77777777777778,97.81144781144782
2017-12-23,25.0,97.41379310344827
2017-12-24,29.310344827586203,96.89655172413794
2017-12-25,26.96245733788396,97.26962457337885
2017-12-26,26.304347826086953,98.26086956521739
2017-12-27,26.459143968871597,98.0544747081712
2017-12-28,33.33333333333333,97.84946236559139
2017-12-29,26.680672268907564,98.10924369747899
2017-12-30,30.252100840336134,99.15966386554622
2018-01-01,27.631578947368425,99.21052631578947
2018-01-02,26.525198938992045,97.74535809018568
2018-01-03,26.018099547511316,97.96380090497738
2018-01-04,33.055885850178356,98.69203329369797
2018-01-05,26.56794425087108,98.43205574912892
2018-01-06,28.08641975308642,99.07407407407408
2018-01-07,23.32155477031802,98.93992932862191
2018-01-08,28.799999999999997,98.4
2018-01-09,28.888888888888886,98.37037037037038
2018-01-10,26.89873417721519,96.99367088607595
2018-01-11,26.97068403908795,97.85016286644951
2018-01-12,29.52776336274001,97.76855215360665
2018-01-13,29.53964194373401,97.3145780051151
2018-01-14,31.064572425828967,98.42931937172776
2018-01-15,24.561403508771928,98.37092731829574
2018-01-16,25.71428571428571,98.0
2018-01-17,30.547945205479454,98.21917808219179
2018-01-18,25.806451612903224,97.90322580645162
2018-01-19,29.812834224598934,98.2620320855615
2018-01-20,30.5668016194332,97.36842105263158
2018-01-21,28.677563150074292,97.32540861812778
2018-01-22,26.227208976157083,97.19495091164096
2018-01-23,27.841501564129302,97.08029197080292
2018-01-24,25.36231884057971,97.97101449275362
2018-01-25,23.579201934703747,98.66989117291415
2018-01-26,31.660692951015534,97.37156511350061
2018-01-27,27.594339622641513,98.82075471698113
2018-01-28,28.474576271186443,98.64406779661017
2018-01-29,28.59931673987311,97.51098096632504
2018-01-30,30.081300813008134,97.76422764227642
2018-01-31,28.305400372439475,98.32402234636871
2018-02-01,28.57142857142857,98.50498338870432
2018-02-02,27.88844621513944,98.00796812749005
2018-02-03,28.549618320610687,97.25190839694656
2018-02-04,24.273504273504273,97.09401709401709
2018-02-05,27.66323024054983,97.76632302405498
2018-02-06,26.190476190476193,98.13664596273291
2018-02-07,29.695885509838998,97.85330948121646
2018-02-08,27.663551401869157,98.50467289719627
2018-02-09,29.878048780487802,97.96747967479675
2018-02-10,28.68525896414343,98.20717131474103
2018-02-11,27.27272727272727,99.24242424242425
2018-02-12,30.193905817174517,97.36842105263158
2018-02-13,26.856240126382307,99.0521327014218
2018-02-14,26.31578947368421,97.61904761904762
2018-02-15,27.490039840637447,99.00398406374502
2018-02-16,30.387825233186057,97.88905252822778
2018-02-17,33.0188679245283,98.67924528301887
2018-02-18,25.826446280991732,98.24380165289256
2018-02-19,27.98605056669573,97.1229293809939
2018-02-20,31.635651322233105,97.64936336924583
2018-02-21,31.988472622478387,97.3342939481268
2018-02-22,30.043290043290042,98.18181818181819
2018-02-23,27.994227994227995,97.54689754689755
2018-02-24,28.675400291120816,97.37991266375546
2018-02-25,29.642857142857142,98.92857142857143
2018-02-26,26.607538802660752,98.4478935698448
2018-02-27,30.07856341189675,97.53086419753086
2018-02-28,32.021466905187836,98.92665474060823
2018-12-31,28.79746835443038,98.73417721518987
