comment_score,Positive,Negative
236,0.5,1.0
253,0.5454545454545454,1.0
-36,0.6046511627906976,0.8372093023255814
103,0.45161290322580644,0.9354838709677419
675,0.0,1.0
738,0.0,1.0
-16,0.4785992217898833,0.8988326848249028
276,0.4,1.0
509,1.0,1.0
592,0.0,1.0
246,0.6,0.9
139,0.5121951219512195,0.8780487804878049
-55,0.3333333333333333,1.0
1781,0.0,1.0
1770,1.0,1.0
1190,1.0,1.0
430,0.5,0.75
242,0.25,1.0
817,0.5,1.0
1230,0.0,1.0
226,0.4,0.8
453,0.6,1.0
726,0.5,1.0
41,0.4408866995073892,0.9408866995073891
1085,1.0,1.0
499,0.0,1.0
1114,1.0,1.0
1473,1.0,1.0
33,0.4097087378640777,0.912621359223301
28,0.4423305588585018,0.9357907253269917
88,0.4880952380952381,0.8928571428571429
248,0.3888888888888889,0.9444444444444444
257,0.6,1.0
519,0.6666666666666666,0.6666666666666666
384,0.4,1.0
405,0.2,1.0
208,0.8,0.9
-164,1.0,1.0
1595,1.0,1.0
1673,1.0,0.0
671,1.0,1.0
138,0.47619047619047616,0.9047619047619048
207,0.5333333333333333,0.9333333333333333
498,0.5,1.0
511,0.3333333333333333,1.0
1358,1.0,0.0
637,0.0,1.0
833,1.0,1.0
649,0.5,1.0
-115,1.0,1.0
865,0.3333333333333333,1.0
462,0.3333333333333333,1.0
307,0.6,1.0
304,0.42857142857142855,1.0
235,0.375,1.0
769,0.5,1.0
-18,0.4519230769230769,0.8942307692307693
114,0.23529411764705882,0.9215686274509803
742,0.5,0.5
714,0.6666666666666666,1.0
928,0.0,1.0
646,0.0,1.0
678,0.0,1.0
434,1.0,1.0
1963,1.0,1.0
599,0.5,1.0
-123,0.0,1.0
5,0.44211949523564253,0.9172031934071594
-217,0.0,1.0
1083,0.0,1.0
1,0.5061435672489859,0.9245158394797233
319,0.16666666666666666,1.0
539,1.0,1.0
1071,0.0,0.0
404,0.5,1.0
2079,0.0,1.0
901,1.0,1.0
-110,0.0,1.0
-19,0.41899441340782123,0.8547486033519553
115,0.43243243243243246,0.9459459459459459
153,0.64,0.96
1074,0.0,1.0
718,0.0,1.0
1953,0.0,1.0
1562,0.0,1.0
2437,0.0,1.0
-27,0.5151515151515151,0.8888888888888888
96,0.4605263157894737,0.9473684210526315
2492,0.0,1.0
929,0.0,1.0
377,1.0,1.0
250,0.2857142857142857,0.9285714285714286
1367,0.0,1.0
-147,0.0,1.0
1609,0.0,1.0
-2,0.4563640910227557,0.9009752438109527
1126,0.0,1.0
1560,0.0,1.0
849,1.0,1.0
1279,0.0,1.0
328,0.6666666666666666,0.6666666666666666
890,0.6666666666666666,1.0
1130,0.0,1.0
185,0.3684210526315789,0.9473684210526315
375,0.0,1.0
349,0.25,0.75
1054,1.0,0.0
632,1.0,1.0
104,0.3684210526315789,0.9122807017543859
219,0.5333333333333333,0.8
1151,0.0,1.0
368,0.0,1.0
623,0.6666666666666666,1.0
2296,0.0,1.0
